id,booking_status_pred,Probability
42304,0,0.13290124
42305,0,0.29860678
42306,0,0.24048407
42307,0,0.068496525
42308,0,0.13404922
42309,0,0.28761187
42310,0,0.42450485
42311,1,0.6728683
42312,0,0.107344456
42313,1,0.83989453
42314,1,0.63834333
42315,0,0.15824555
42316,1,0.730158
42317,0,0.33480337
42318,0,0.43664485
42319,0,0.05269063
42320,0,0.34681642
42321,0,0.42473617
42322,1,0.9132372
42323,0,0.01661844
42324,1,0.79877615
42325,0,0.06616996
42326,1,0.66922414
42327,0,0.033624228
42328,0,0.120399155
42329,0,0.22468777
42330,1,0.8432191
42331,0,0.43963093
42332,0,0.32506624
42333,1,0.79228944
42334,0,0.02348969
42335,1,0.85272497
42336,0,0.082615845
42337,1,0.7882866
42338,0,0.35244516
42339,0,0.0065026465
42340,0,0.11288089
42341,1,0.6712015
42342,1,0.92520994
42343,0,0.42416158
42344,0,0.2091917
42345,0,0.03238492
42346,1,0.98657054
42347,1,0.86206645
42348,1,0.86286974
42349,0,0.05090063
42350,0,0.23774421
42351,0,0.088189974
42352,1,0.81561416
42353,1,0.847131
42354,0,0.088560835
42355,0,0.16856998
42356,0,0.4901663
42357,0,0.00036086448
42358,1,0.90606606
42359,0,0.09054534
42360,1,0.65454257
42361,0,0.108927555
42362,1,0.7927481
42363,0,0.13372126
42364,0,0.35601473
42365,0,0.27393588
42366,0,0.10929672
42367,1,0.81737196
42368,1,0.53385615
42369,1,0.8809134
42370,0,0.31072193
42371,0,0.053306103
42372,0,0.29662833
42373,1,0.9440393
42374,1,0.6272098
42375,0,0.4259482
42376,0,0.05152468
42377,1,0.95286345
42378,1,0.62968695
42379,0,0.23073539
42380,0,0.019766137
42381,0,0.33007228
42382,1,0.6156835
42383,1,0.94161785
42384,0,0.17633577
42385,0,0.008392025
42386,1,0.8940885
42387,1,0.79693156
42388,0,0.051517144
42389,0,0.007715482
42390,1,0.9260999
42391,0,0.12975354
42392,0,0.051310915
42393,0,0.09975624
42394,0,0.21745366
42395,1,0.6410473
42396,0,0.2090525
42397,1,0.9675381
42398,0,0.1469233
42399,1,0.83649766
42400,0,0.43884072
42401,0,0.17943044
42402,1,0.77861726
42403,1,0.5326441
42404,0,0.33676758
42405,0,0.331609
42406,0,0.41332558
42407,0,0.11069144
42408,0,0.21250612
42409,0,0.26190412
42410,1,0.7984279
42411,0,2.4649283e-11
42412,1,0.9324103
42413,1,0.76255643
42414,1,0.7714119
42415,0,0.23204087
42416,1,0.90693086
42417,0,0.17318408
42418,0,0.4069452
42419,0,0.3036221
42420,0,0.12667044
42421,0,0.05639818
42422,0,0.4322484
42423,1,0.6607833
42424,1,0.8976233
42425,0,0.4622099
42426,0,0.36130005
42427,0,0.054278005
42428,0,0.1656421
42429,1,0.9589955
42430,0,0.29149583
42431,1,0.78631467
42432,1,0.9143392
42433,0,0.123956434
42434,0,7.8369285e-06
42435,0,0.047507025
42436,0,0.4290804
42437,0,0.22414845
42438,0,0.24086832
42439,1,0.9685616
42440,0,0.15990481
42441,1,0.95964223
42442,0,0.10833318
42443,0,0.1833614
42444,0,0.036641616
42445,0,0.0825109
42446,1,0.926303
42447,0,0.13857621
42448,0,0.047450457
42449,0,0.1653138
42450,0,0.15780635
42451,0,0.17100617
42452,0,0.029409857
42453,0,0.16643356
42454,0,0.2115252
42455,0,0.32399866
42456,0,0.36018512
42457,0,0.044793114
42458,0,0.26464632
42459,0,0.497643
42460,1,0.9014333
42461,0,0.059091207
42462,1,0.6948566
42463,0,0.16157007
42464,1,0.81666857
42465,0,0.12554203
42466,1,0.8385199
42467,0,0.4588724
42468,0,0.42701524
42469,0,0.11037095
42470,0,0.21523847
42471,1,0.526335
42472,0,0.46869704
42473,0,0.06108894
42474,0,0.4298725
42475,0,0.081964865
42476,0,0.0005198479
42477,0,0.4245372
42478,1,0.81857705
42479,1,0.86173874
42480,0,0.0042172535
42481,0,0.1337304
42482,0,0.056436483
42483,0,0.43266353
42484,0,0.26003802
42485,0,0.025259268
42486,1,0.82004845
42487,0,0.48382354
42488,0,0.00033347585
42489,0,0.15021695
42490,0,0.07407694
42491,1,0.72605354
42492,0,0.32040632
42493,0,0.17135663
42494,0,0.18365352
42495,0,0.40017045
42496,0,0.29349676
42497,0,0.008192946
42498,0,0.077813424
42499,0,0.07305787
42500,0,0.11871397
42501,0,0.3207996
42502,1,0.61616397
42503,1,0.84305084
42504,0,0.034012333
42505,0,1.3585516e-08
42506,0,0.41152427
42507,0,0.0200372
42508,0,0.13587214
42509,0,0.16019842
42510,1,0.7536676
42511,0,0.46114323
42512,0,0.19490764
42513,0,0.012044339
42514,0,0.024552654
42515,0,0.47905177
42516,1,0.54710317
42517,1,0.6361899
42518,1,0.8123937
42519,0,0.32103765
42520,1,0.570597
42521,0,0.018122582
42522,0,0.43885225
42523,0,0.28922898
42524,0,0.45329687
42525,1,0.8400383
42526,1,0.853235
42527,0,0.42592594
42528,1,0.53342557
42529,0,0.1821073
42530,1,0.62861484
42531,1,0.9240548
42532,0,0.2363182
42533,1,0.5042087
42534,0,0.10854284
42535,1,0.9486531
42536,0,0.117970906
42537,0,0.089878894
42538,1,0.7501449
42539,0,0.23619464
42540,0,0.2487219
42541,0,0.14747398
42542,0,0.2233198
42543,0,0.43233794
42544,0,0.022372596
42545,1,0.923602
42546,0,0.035054926
42547,0,0.2683961
42548,0,0.4722899
42549,0,0.21159023
42550,0,0.43818617
42551,1,0.95545715
42552,1,0.68722653
42553,0,0.02027585
42554,0,0.11386196
42555,0,0.26117265
42556,0,0.13069865
42557,0,0.4067073
42558,0,0.23566906
42559,0,0.0600967
42560,0,0.17478073
42561,1,0.68717396
42562,1,0.89264536
42563,1,0.76856226
42564,0,0.47871166
42565,1,0.8629993
42566,1,0.9740191
42567,0,0.22798483
42568,0,0.0650812
42569,0,0.17550775
42570,0,0.3616268
42571,0,4.0746574e-05
42572,0,0.38391557
42573,0,0.28306973
42574,1,0.51086164
42575,1,0.80880487
42576,0,0.10959671
42577,0,0.18803628
42578,0,0.0038672928
42579,0,0.0378622
42580,0,2.0173916e-22
42581,1,0.9502165
42582,0,0.083270885
42583,0,0.06331845
42584,0,0.024026524
42585,0,0.13500649
42586,0,0.00081076036
42587,1,0.8710511
42588,0,0.29662833
42589,1,0.56127214
42590,1,0.95054775
42591,0,0.19865888
42592,0,0.20395184
42593,1,0.52980334
42594,0,0.035544366
42595,0,0.35924643
42596,0,0.4243062
42597,0,0.075432934
42598,0,0.27930254
42599,0,0.35257006
42600,0,0.0009551357
42601,0,0.47712347
42602,1,0.75533646
42603,0,0.19013694
42604,1,0.7873436
42605,1,0.54007304
42606,1,0.8093281
42607,1,0.5070655
42608,0,0.24645494
42609,0,1.781827e-05
42610,1,0.64952606
42611,1,0.6752428
42612,0,0.0272469
42613,0,0.1257185
42614,0,0.009146482
42615,0,0.13818301
42616,1,0.86319125
42617,0,0.30810207
42618,1,0.5097074
42619,0,0.1688551
42620,1,0.78471917
42621,1,0.8409945
42622,0,0.44386983
42623,1,0.8231304
42624,0,0.031509418
42625,0,0.1616052
42626,1,0.8728771
42627,1,0.77970815
42628,1,0.7665147
42629,1,0.7358383
42630,1,0.90836066
42631,0,0.35837197
42632,0,0.00752644
42633,0,0.041409258
42634,0,0.22473285
42635,0,0.07345609
42636,1,0.51676166
42637,0,0.33893004
42638,0,0.020885348
42639,1,0.6803933
42640,0,0.08512023
42641,0,0.057045355
42642,0,0.33047077
42643,0,0.1566431
42644,0,0.22581036
42645,1,0.666481
42646,1,0.81352854
42647,0,0.070339456
42648,0,0.06592154
42649,0,0.22612002
42650,1,0.62467223
42651,0,0.15871389
42652,0,0.14033699
42653,0,0.17297435
42654,0,0.18509239
42655,0,0.16159469
42656,0,0.44627327
42657,1,0.8359831
42658,0,0.06610315
42659,0,0.4946455
42660,0,0.44370025
42661,0,0.2539388
42662,1,0.93345815
42663,0,0.037126333
42664,0,0.073997006
42665,0,0.26659843
42666,1,0.6851331
42667,0,0.2028085
42668,0,0.032241516
42669,1,0.88632786
42670,1,0.8963411
42671,0,0.22768229
42672,1,0.9597941
42673,0,0.19155212
42674,0,0.00084328454
42675,0,0.2842764
42676,0,0.2161152
42677,1,0.5448222
42678,0,0.16492642
42679,0,0.13045467
42680,1,0.5292174
42681,0,0.017145727
42682,1,0.85293025
42683,1,0.9374708
42684,0,0.019618798
42685,0,0.21314102
42686,0,0.3551593
42687,0,0.039573364
42688,1,0.5521493
42689,1,0.9558571
42690,0,0.21934614
42691,0,0.04237644
42692,0,0.03979085
42693,1,0.71874577
42694,0,0.10404802
42695,0,0.2693828
42696,1,0.6663765
42697,0,0.25037527
42698,0,0.15464056
42699,1,0.61511564
42700,0,0.38880226
42701,0,0.009764406
42702,0,0.05025872
42703,0,0.23653519
42704,0,0.1365294
42705,0,0.008918828
42706,0,0.1406676
42707,0,0.0061454186
42708,0,0.05822592
42709,0,0.0021524325
42710,0,0.36767933
42711,0,0.16107933
42712,1,0.6991205
42713,0,0.015632799
42714,0,0.15460654
42715,0,0.09876088
42716,1,0.59837633
42717,0,0.027057186
42718,0,0.035179853
42719,0,0.033008892
42720,1,0.8115276
42721,1,0.69775647
42722,0,0.31183687
42723,0,0.32994786
42724,0,0.39846075
42725,0,0.0037965036
42726,0,0.09336943
42727,1,0.9217903
42728,0,0.11973512
42729,1,0.9448062
42730,0,0.49270937
42731,0,0.0416302
42732,1,0.9263458
42733,1,0.7522204
42734,0,0.16758965
42735,0,0.18896009
42736,1,0.9014419
42737,0,0.39627334
42738,0,0.03544549
42739,0,0.2481686
42740,0,0.22979388
42741,1,0.945292
42742,0,0.02901992
42743,1,0.7199414
42744,1,0.8524248
42745,1,0.8580783
42746,0,0.09132511
42747,1,0.630969
42748,1,0.94201696
42749,1,0.569707
42750,1,0.65609
42751,0,0.06596029
42752,0,0.07273874
42753,0,0.35283607
42754,1,0.51326305
42755,1,0.8432172
42756,0,0.12999281
42757,0,0.064408906
42758,1,0.76852226
42759,1,0.58044654
42760,0,0.4999566
42761,0,0.045863654
42762,1,0.94971776
42763,0,0.23768115
42764,1,0.92477506
42765,0,0.24104333
42766,0,0.044636417
42767,0,0.007583946
42768,1,0.6122905
42769,0,0.21735266
42770,0,0.06971921
42771,1,0.9244327
42772,0,0.13660942
42773,1,0.60533655
42774,0,0.08249266
42775,0,0.02934301
42776,0,0.06334133
42777,0,0.2278568
42778,0,0.46522623
42779,0,0.2239626
42780,0,0.022010483
42781,1,0.51105464
42782,0,0.087380596
42783,0,0.41198632
42784,1,0.8010763
42785,1,0.5062234
42786,0,5.539192e-16
42787,1,0.656395
42788,0,0.45051414
42789,1,0.9396494
42790,0,0.1064001
42791,0,0.07908124
42792,0,0.22022891
42793,0,0.092012204
42794,0,0.3220078
42795,1,0.7843896
42796,1,0.9149122
42797,0,0.08153031
42798,1,0.7621659
42799,0,0.04630732
42800,1,0.76337576
42801,1,0.81410545
42802,0,0.14274494
42803,0,0.07087377
42804,0,0.11001209
42805,0,0.013276505
42806,1,0.68708515
42807,0,0.2547828
42808,0,2.6466732e-05
42809,0,0.22894607
42810,1,0.87325877
42811,1,0.84199655
42812,0,0.39271453
42813,1,0.8317002
42814,1,0.5882066
42815,0,0.07372559
42816,0,0.03746433
42817,1,0.65836895
42818,0,0.3337904
42819,0,0.2116246
42820,1,0.731186
42821,0,0.007977482
42822,1,0.78267485
42823,1,0.87728137
42824,0,0.14461981
42825,0,0.0056818323
42826,1,0.91490006
42827,0,0.47082645
42828,1,0.7857318
42829,0,0.39428365
42830,1,0.84440935
42831,1,0.949551
42832,0,0.13591246
42833,1,0.69859
42834,0,0.12818761
42835,1,0.9104496
42836,0,0.36039412
42837,1,0.88848203
42838,0,0.01872418
42839,1,0.8370918
42840,0,0.040201616
42841,0,2.7177113e-05
42842,0,0.1815272
42843,1,0.83654946
42844,0,0.29372922
42845,0,0.032630585
42846,1,0.8582472
42847,0,0.165482
42848,0,0.01767753
42849,0,0.07185425
42850,0,0.15253425
42851,1,0.6048096
42852,1,0.6107958
42853,1,0.79291147
42854,0,0.0540506
42855,0,0.036163926
42856,0,0.12801729
42857,1,0.9163735
42858,0,0.1549563
42859,0,0.020488191
42860,0,0.4213732
42861,0,0.045506176
42862,0,0.0039255247
42863,0,0.0059567187
42864,1,0.93852174
42865,1,0.77628976
42866,0,0.13544193
42867,0,0.215926
42868,1,0.8936119
42869,0,0.035724442
42870,0,0.14396511
42871,1,0.90480065
42872,0,0.26932642
42873,0,0.14335816
42874,0,0.37005875
42875,1,0.6479247
42876,1,0.53121823
42877,0,0.23623274
42878,0,0.4337176
42879,1,0.6696536
42880,0,0.06470994
42881,0,0.006283122
42882,1,0.85932004
42883,1,0.7227072
42884,0,0.113394
42885,1,0.926766
42886,1,0.9353713
42887,0,0.21897079
42888,0,0.2883831
42889,1,0.8715765
42890,1,0.86130315
42891,0,0.16560861
42892,0,0.28237438
42893,0,0.133169
42894,0,0.015599148
42895,0,0.41502905
42896,0,0.1899689
42897,1,0.52697444
42898,1,0.94658065
42899,0,0.14124976
42900,0,0.20904532
42901,1,0.76835585
42902,0,0.16877083
42903,1,0.70883924
42904,1,0.61797076
42905,0,0.09212002
42906,0,0.1681555
42907,1,0.58422095
42908,1,0.6789797
42909,0,0.3012175
42910,0,0.024176935
42911,1,0.9381491
42912,0,0.3103198
42913,0,0.13855717
42914,0,0.20909218
42915,1,0.57164514
42916,0,0.0031866191
42917,0,0.04323868
42918,0,0.34375554
42919,0,0.36745176
42920,0,0.40869358
42921,1,0.87827295
42922,1,0.8726077
42923,1,0.9641521
42924,1,0.8198988
42925,1,0.5669836
42926,0,0.0174404
42927,0,0.07449647
42928,1,0.54435605
42929,0,0.035123646
42930,1,0.7476168
42931,0,0.3618077
42932,1,0.93399847
42933,0,0.059670016
42934,1,0.9714077
42935,0,0.18778197
42936,1,0.8706008
42937,1,0.8459787
42938,1,0.96478087
42939,0,0.25459602
42940,1,0.72752637
42941,1,0.5396155
42942,0,0.16027632
42943,1,0.8277596
42944,0,0.21570832
42945,1,0.7116435
42946,0,0.28284246
42947,0,0.07991869
42948,1,0.55894655
42949,0,0.028557602
42950,1,0.8516518
42951,0,0.124377854
42952,0,0.25926524
42953,1,0.90038747
42954,1,0.53875875
42955,1,0.9423493
42956,0,0.31317103
42957,1,0.60636216
42958,0,0.41173926
42959,0,0.3345131
42960,0,0.1730596
42961,1,0.6419789
42962,1,0.95616883
42963,0,0.16571815
42964,0,0.054178435
42965,0,0.0021211468
42966,1,0.92751104
42967,1,0.845602
42968,0,0.005346503
42969,0,0.20016196
42970,0,0.19588974
42971,0,0.3227201
42972,1,0.8045069
42973,1,0.8491039
42974,0,0.057734165
42975,0,0.26817504
42976,0,0.29289788
42977,0,0.13721748
42978,1,0.7391348
42979,0,0.14920604
42980,1,0.57081544
42981,0,0.35173196
42982,0,0.14705391
42983,0,0.10856368
42984,0,0.4987423
42985,1,0.58209693
42986,1,0.5088557
42987,1,0.9728876
42988,0,0.081139416
42989,0,0.21577705
42990,1,0.84689826
42991,0,0.11931798
42992,0,0.08202351
42993,0,0.06496935
42994,1,0.70857203
42995,1,0.7726437
42996,0,0.15988655
42997,0,0.4025616
42998,1,0.89148635
42999,1,0.90223724
43000,0,0.40930083
43001,0,0.22480363
43002,0,0.343754
43003,1,0.7513211
43004,1,0.8639765
43005,0,0.3986253
43006,1,0.85513973
43007,0,0.35989204
43008,0,0.41717944
43009,0,0.21702255
43010,1,0.6652801
43011,0,0.28571147
43012,1,0.55775297
43013,0,0.33056554
43014,1,0.789108
43015,0,0.14457203
43016,0,0.49379903
43017,0,0.3454547
43018,0,0.048593625
43019,0,0.37703454
43020,1,0.8829869
43021,0,0.2670089
43022,0,0.39714298
43023,1,0.74653965
43024,0,0.07684017
43025,1,0.5399988
43026,1,0.7458629
43027,0,0.06803419
43028,0,0.31470725
43029,1,0.57555515
43030,0,0.15042159
43031,0,0.029390806
43032,0,0.018798321
43033,1,0.8537596
43034,0,0.30533266
43035,0,0.3641398
43036,0,0.03262327
43037,0,0.03579811
43038,0,0.4721904
43039,0,0.24182376
43040,0,0.1364045
43041,0,0.15159705
43042,0,2.6735973e-23
43043,1,0.8626587
43044,0,0.060057733
43045,0,0.16430597
43046,1,0.87435853
43047,0,0.323766
43048,0,0.16392903
43049,0,0.16478714
43050,1,0.57342434
43051,0,0.13554333
43052,0,0.021274142
43053,1,0.7392385
43054,0,0.17001969
43055,0,0.18928617
43056,0,0.19146302
43057,0,0.12045022
43058,1,0.93986166
43059,1,0.8682059
43060,0,0.0075877225
43061,0,0.06821888
43062,0,0.23638403
43063,1,0.6783393
43064,1,0.93053776
43065,1,0.5917667
43066,0,0.26022184
43067,0,0.2267741
43068,1,0.73470354
43069,0,0.033309806
43070,0,0.23519348
43071,0,2.061888e-05
43072,0,0.006001499
43073,0,0.28672168
43074,1,0.81357723
43075,0,0.17202629
43076,0,0.0067167063
43077,0,0.38351956
43078,0,0.39659318
43079,1,0.5661783
43080,0,0.14627574
43081,0,0.09795483
43082,0,0.15726483
43083,0,0.091139644
43084,0,0.009367552
43085,0,6.1835715e-05
43086,0,0.033020098
43087,1,0.5058791
43088,0,0.4257889
43089,1,0.9322614
43090,1,0.6091826
43091,1,0.8822892
43092,0,0.026397718
43093,1,0.9559195
43094,0,0.41985735
43095,0,0.0068885027
43096,1,0.7533512
43097,0,0.17080483
43098,1,0.58900326
43099,1,0.8699037
43100,0,0.48028842
43101,0,0.312505
43102,1,0.75389886
43103,0,0.05332235
43104,0,0.059328992
43105,0,0.43864915
43106,1,0.5777317
43107,1,0.59263927
43108,0,0.046365198
43109,0,0.2233242
43110,1,0.8059966
43111,0,0.3283311
43112,1,0.85495573
43113,0,0.19063081
43114,1,0.80913967
43115,0,0.2897858
43116,1,0.60601443
43117,0,0.18717507
43118,0,0.072214216
43119,1,0.80555856
43120,1,0.8827165
43121,0,0.15471746
43122,1,0.5587443
43123,1,0.6857495
43124,1,0.9134014
43125,1,0.77798104
43126,0,0.37660238
43127,1,0.64185643
43128,1,0.9460731
43129,1,0.71697855
43130,0,0.41472298
43131,1,0.5488837
43132,0,0.26186636
43133,1,0.89230037
43134,1,0.6258123
43135,1,0.6136679
43136,0,0.35505158
43137,0,0.4035317
43138,0,0.04248538
43139,0,0.19867788
43140,0,0.20445788
43141,0,0.10954258
43142,1,0.953308
43143,0,0.41286367
43144,1,0.7233765
43145,1,0.9382396
43146,0,0.07617136
43147,0,0.23729984
43148,1,0.8772802
43149,0,0.031769887
43150,1,0.7785709
43151,0,0.1165551
43152,0,0.030164957
43153,0,0.23024423
43154,0,0.091685675
43155,0,0.2763417
43156,0,0.09484626
43157,0,0.028793493
43158,1,0.68722653
43159,0,0.32117093
43160,1,0.90867424
43161,0,0.34165972
43162,0,0.29618317
43163,0,0.042964503
43164,0,0.030443251
43165,1,0.66343737
43166,0,0.024886107
43167,0,0.004805689
43168,0,0.0028797498
43169,1,0.5814911
43170,0,0.21685737
43171,1,0.95294344
43172,1,0.95403475
43173,0,0.25056693
43174,1,0.94924253
43175,1,0.9498113
43176,0,0.18792711
43177,0,0.037628867
43178,0,0.026796564
43179,1,0.5354804
43180,1,0.87344736
43181,0,0.16065168
43182,1,0.9621817
43183,0,0.0043854984
43184,0,0.17685539
43185,1,0.93026495
43186,0,5.5228103e-08
43187,1,0.6276265
43188,0,0.46008566
43189,0,0.06340751
43190,0,0.3338906
43191,0,0.30236486
43192,1,0.58433604
43193,0,0.4165694
43194,0,0.4255967
43195,0,0.11511799
43196,1,0.5557718
43197,0,0.2170507
43198,1,0.8391351
43199,0,0.0039040023
43200,0,0.26388592
43201,1,0.82682943
43202,0,0.05109818
43203,0,0.08626358
43204,0,0.37167996
43205,0,0.06974747
43206,1,0.84830207
43207,0,0.0014037371
43208,1,0.9689265
43209,0,0.21678947
43210,0,0.31124878
43211,1,0.6462068
43212,1,0.5265037
43213,1,0.55188394
43214,0,0.079418555
43215,0,0.2720841
43216,1,0.54587835
43217,0,0.06801868
43218,1,0.6731436
43219,0,0.00089414313
43220,1,0.6765406
43221,1,0.51802653
43222,0,0.24355435
43223,0,0.01037029
43224,0,0.07083713
43225,0,0.16423878
43226,1,0.717707
43227,1,0.6836866
43228,0,0.27241743
43229,0,0.11607753
43230,0,6.567974e-05
43231,1,0.787796
43232,1,0.5340283
43233,0,0.24807695
43234,0,0.037702948
43235,0,0.0033986354
43236,0,0.0020243688
43237,0,0.22174267
43238,0,0.1240876
43239,0,0.10732461
43240,0,0.0951376
43241,0,0.438732
43242,0,0.16809018
43243,1,0.52687424
43244,1,0.8972229
43245,0,0.49709567
43246,0,0.0066352044
43247,0,0.21015684
43248,1,0.68579423
43249,1,0.87074655
43250,1,0.886455
43251,1,0.56881404
43252,1,0.95599174
43253,0,0.03491052
43254,1,0.8821111
43255,1,0.8297889
43256,1,0.83031976
43257,0,0.08071815
43258,1,0.9277508
43259,0,0.004317655
43260,1,0.94375193
43261,0,0.45376363
43262,0,0.112082094
43263,1,0.5074234
43264,0,0.40171474
43265,1,0.6887144
43266,1,0.7025511
43267,0,0.13156043
43268,0,0.04947965
43269,0,0.0003899667
43270,1,0.7994532
43271,0,0.12464007
43272,1,0.5306329
43273,1,0.9267978
43274,0,0.04477143
43275,0,0.269417
43276,0,0.39974117
43277,0,0.29298687
43278,1,0.9710104
43279,1,0.8712119
43280,0,0.23422317
43281,0,0.035284307
43282,0,0.36061254
43283,1,0.8523987
43284,0,0.09654784
43285,0,0.15917407
43286,0,0.41432714
43287,0,0.47537076
43288,0,0.35389492
43289,1,0.8619508
43290,0,0.0056727235
43291,0,0.097943
43292,0,0.112849176
43293,1,0.8779098
43294,0,0.4478507
43295,0,0.29671645
43296,1,0.8770694
43297,1,0.5273308
43298,0,0.051328786
43299,0,0.06842119
43300,0,0.08835112
43301,0,0.45427024
43302,0,0.32170698
43303,0,0.35373002
43304,0,0.3166337
43305,0,0.116370104
43306,1,0.84296143
43307,0,0.04773821
43308,1,0.77907264
43309,1,0.93784094
43310,0,0.4433218
43311,0,0.3332965
43312,0,0.048360415
43313,1,0.89464295
43314,0,0.39409956
43315,1,0.95189756
43316,0,0.4675341
43317,0,0.20443098
43318,0,0.44813484
43319,0,0.15829179
43320,1,0.68219274
43321,1,0.8134806
43322,0,0.31953406
43323,1,0.9415929
43324,0,0.49092832
43325,0,0.28531787
43326,0,0.03143567
43327,1,0.8275629
43328,0,0.39239955
43329,0,0.35356012
43330,0,0.22942215
43331,0,0.030384997
43332,1,0.9659762
43333,0,0.16156866
43334,0,0.47659633
43335,0,0.043184515
43336,0,0.007332258
43337,1,0.7970264
43338,1,0.52843875
43339,0,0.103992514
43340,0,0.05208461
43341,1,0.91852486
43342,1,0.7724196
43343,1,0.8522801
43344,0,0.16039574
43345,0,0.26259965
43346,1,0.84969604
43347,1,0.5206545
43348,1,0.9575836
43349,0,0.115244865
43350,0,0.08846332
43351,1,0.84963346
43352,1,0.6685781
43353,1,0.8881101
43354,1,0.772852
43355,0,0.45321846
43356,0,6.0326478e-05
43357,1,0.8754773
43358,0,0.014600528
43359,0,0.22818094
43360,0,0.29936284
43361,0,0.053449124
43362,0,0.14989196
43363,0,0.06604758
43364,0,0.22320166
